age_ma,step,display_x,lat
60,85,64.99999999998153,-35.000000000003126
60,86,65.99999999998147,-36.00000000000307
60,87,66.99999999998141,-37.00000000000301
60,88,67.99999999998136,-38.000000000002956
60,89,68.9999999999813,-39.0000000000029
60,90,69.99999999998124,-40.00000000000284
60,91,70.99999999998118,-41.000000000002785
60,92,71.99999999998113,-42.00000000000273
60,93,72.99999999998107,-43.00000000000267
60,94,73.99999999998101,-43.00000000000267
60,95,74.99999999998096,-44.000000000002615
60,96,75.9999999999809,-45.00000000000256
60,97,76.99999999998084,-46.0000000000025
60,98,77.99999999998079,-47.000000000002444
60,99,78.99999999998073,-48.00000000000239
60,100,79.99999999998067,-49.00000000000233
60,101,80.99999999998062,-50.000000000002274
60,102,81.99999999998056,-50.000000000002274
60,103,82.9999999999805,-50.000000000002274
60,104,83.99999999998045,-50.000000000002274
60,105,84.99999999998039,-50.000000000002274
60,106,85.99999999998033,-50.000000000002274
60,107,86.99999999998028,-50.000000000002274
60,108,87.99999999998022,-50.000000000002274
60,109,88.99999999998016,-50.000000000002274
60,110,89.9999999999801,-50.000000000002274
60,111,90.99999999998005,-50.000000000002274
60,112,91.99999999997999,-50.000000000002274
60,113,92.99999999997993,-50.000000000002274
60,114,93.99999999997988,-50.000000000002274
60,115,94.99999999997982,-50.000000000002274
60,116,95.99999999997976,-50.000000000002274
60,117,96.9999999999797,-50.000000000002274
60,118,97.99999999997965,-50.000000000002274
60,119,98.9999999999796,-50.000000000002274
60,120,99.99999999997954,-50.000000000002274
60,121,100.0,-50.000000000002274
60,122,100.99999999999994,-50.000000000002274
60,123,101.99999999999989,-50.000000000002274
60,124,102.99999999999983,-50.000000000002274
60,125,103.99999999999977,-50.000000000002274
60,126,104.99999999999972,-50.000000000002274
60,127,105.99999999999966,-50.000000000002274
60,128,106.9999999999996,-50.000000000002274
60,129,107.99999999999955,-50.000000000002274
60,130,108.99999999999949,-50.000000000002274
60,131,109.99999999999943,-50.000000000002274
50,0,-20.000000000013642,-55.00000000000199
50,1,-19.0000000000137,-54.000000000002046
50,2,-18.000000000013756,-53.0000000000021
50,3,-17.000000000013813,-52.00000000000216
50,4,-16.00000000001387,-51.00000000000222
50,5,-15.000000000013927,-50.000000000002274
50,6,-14.000000000013983,-50.000000000002274
50,7,-13.00000000001404,-50.000000000002274
50,8,-12.000000000014097,-50.000000000002274
50,9,-11.000000000014154,-50.000000000002274
50,10,-10.00000000001421,-50.000000000002274
50,11,-9.000000000014268,-50.000000000002274
50,12,-8.000000000014325,-50.000000000002274
50,13,-7.000000000014381,-50.000000000002274
50,14,-6.000000000014438,-50.000000000002274
50,15,-5.000000000014495,-50.000000000002274
50,16,-4.000000000014552,-50.000000000002274
50,17,-3.0000000000146088,-50.000000000002274
50,18,-2.0000000000146656,-50.000000000002274
50,19,-1.0000000000147224,-50.000000000002274
50,20,-1.4779288903810084e-11,-50.000000000002274
50,21,0.9999999999851639,-50.000000000002274
50,22,1.999999999985107,-50.000000000002274
50,23,2.99999999998505,-50.000000000002274
50,24,3.9999999999849933,-50.000000000002274
50,25,4.9999999999849365,-50.000000000002274
50,26,5.99999999998488,-50.000000000002274
50,27,6.999999999984823,-50.000000000002274
50,28,7.999999999984766,-50.000000000002274
50,29,8.99999999998471,-50.000000000002274
50,30,9.999999999984652,-50.000000000002274
50,31,10.999999999984595,-50.000000000002274
50,32,11.999999999984539,-50.000000000002274
50,33,12.999999999984482,-50.000000000002274
50,34,13.999999999984425,-50.000000000002274
50,35,14.999999999984368,-50.000000000002274
50,36,15.999999999984311,-50.000000000002274
50,37,16.999999999984254,-49.00000000000233
50,38,17.999999999984198,-48.00000000000239
50,39,18.99999999998414,-47.000000000002444
50,40,19.999999999984084,-46.0000000000025
50,41,20.999999999984027,-46.0000000000025
50,42,21.99999999998397,-46.0000000000025
50,43,22.999999999983913,-45.00000000000256
50,44,23.999999999983856,-45.00000000000256
50,45,24.9999999999838,-45.00000000000256
50,46,25.999999999983743,-45.00000000000256
50,47,26.999999999983686,-45.00000000000256
50,48,27.99999999998363,-45.00000000000256
50,49,28.999999999983572,-44.000000000002615
50,50,29.999999999983515,-43.00000000000267
50,51,30.99999999998346,-42.00000000000273
50,52,31.9999999999834,-41.000000000002785
50,53,32.999999999983345,-41.000000000002785
50,54,33.99999999998329,-41.000000000002785
50,55,34.99999999998323,-40.00000000000284
50,56,35.999999999983174,-39.0000000000029
50,57,36.99999999998312,-39.0000000000029
50,58,37.99999999998306,-38.000000000002956
50,59,38.999999999983004,-37.00000000000301
50,60,39.99999999998295,-36.00000000000307
50,61,40.99999999998289,-35.000000000003126
50,62,41.99999999998283,-34.00000000000318
50,63,42.999999999982776,-33.00000000000324
50,64,43.99999999998272,-32.0000000000033
50,65,44.99999999998266,-31.000000000003354
50,66,45.999999999982606,-30.00000000000341
50,67,46.99999999998255,-29.000000000003467
50,68,47.99999999998249,-28.000000000003524
50,69,48.999999999982435,-28.000000000003524
50,70,49.99999999998238,-28.000000000003524
50,71,50.99999999998232,-28.000000000003524
50,72,51.999999999982265,-28.000000000003524
50,73,52.99999999998221,-28.000000000003524
50,74,53.99999999998215,-28.000000000003524
50,75,54.999999999982094,-28.000000000003524
50,76,55.99999999998204,-28.000000000003524
50,77,56.99999999998198,-28.000000000003524
50,78,57.999999999981924,-28.000000000003524
50,79,58.99999999998187,-28.000000000003524
50,80,59.99999999998181,-29.000000000003467
50,81,60.99999999998175,-30.00000000000341
50,82,61.999999999981696,-31.000000000003354
50,83,62.99999999998164,-32.0000000000033
50,84,63.99999999998158,-33.00000000000324
50,85,64.99999999998153,-34.00000000000318
50,86,65.99999999998147,-35.000000000003126
50,87,66.99999999998141,-36.00000000000307
50,88,67.99999999998136,-37.00000000000301
50,89,68.9999999999813,-38.000000000002956
50,90,69.99999999998124,-39.0000000000029
50,91,70.99999999998118,-40.00000000000284
50,92,71.99999999998113,-41.000000000002785
50,93,72.99999999998107,-42.00000000000273
50,94,73.99999999998101,-43.00000000000267
50,95,74.99999999998096,-44.000000000002615
50,96,75.9999999999809,-45.00000000000256
50,97,76.99999999998084,-46.0000000000025
50,98,77.99999999998079,-47.000000000002444
50,99,78.99999999998073,-48.00000000000239
50,100,79.99999999998067,-48.00000000000239
50,101,80.99999999998062,-48.00000000000239
50,102,81.99999999998056,-48.00000000000239
50,103,82.9999999999805,-48.00000000000239
50,104,83.99999999998045,-48.00000000000239
50,105,84.99999999998039,-48.00000000000239
50,106,85.99999999998033,-48.00000000000239
50,107,86.99999999998028,-48.00000000000239
50,108,87.99999999998022,-48.00000000000239
50,109,88.99999999998016,-48.00000000000239
50,110,89.9999999999801,-48.00000000000239
50,111,90.99999999998005,-48.00000000000239
50,112,91.99999999997999,-48.00000000000239
50,113,92.99999999997993,-48.00000000000239
50,114,93.99999999997988,-48.00000000000239
50,115,94.99999999997982,-48.00000000000239
50,116,95.99999999997976,-48.00000000000239
50,117,96.9999999999797,-48.00000000000239
50,118,97.99999999997965,-48.00000000000239
50,119,98.9999999999796,-48.00000000000239
50,120,99.99999999997954,-48.00000000000239
50,121,100.0,-48.00000000000239
50,122,100.99999999999994,-48.00000000000239
50,123,101.99999999999989,-48.00000000000239
50,124,102.99999999999983,-48.00000000000239
50,125,103.99999999999977,-48.00000000000239
50,126,104.99999999999972,-48.00000000000239
50,127,105.99999999999966,-48.00000000000239
50,128,106.9999999999996,-48.00000000000239
50,129,107.99999999999955,-48.00000000000239
50,130,108.99999999999949,-48.00000000000239
50,131,109.99999999999943,-49.00000000000233
50,132,109.99999999999943,-50.000000000002274
15,0,-20.000000000013642,-55.00000000000199
15,1,-19.0000000000137,-54.000000000002046
15,2,-18.000000000013756,-53.0000000000021
15,3,-17.000000000013813,-52.00000000000216
15,4,-16.00000000001387,-51.00000000000222
15,5,-15.000000000013927,-50.000000000002274
15,6,-14.000000000013983,-50.000000000002274
15,7,-13.00000000001404,-50.000000000002274
15,8,-12.000000000014097,-50.000000000002274
15,9,-11.000000000014154,-50.000000000002274
15,10,-10.00000000001421,-50.000000000002274
15,11,-9.000000000014268,-50.000000000002274
15,12,-8.000000000014325,-50.000000000002274
15,13,-7.000000000014381,-50.000000000002274
15,14,-6.000000000014438,-50.000000000002274
15,15,-5.000000000014495,-50.000000000002274
15,16,-4.000000000014552,-50.000000000002274
15,17,-3.0000000000146088,-50.000000000002274
15,18,-2.0000000000146656,-50.000000000002274
15,19,-1.0000000000147224,-50.000000000002274
15,20,-1.4779288903810084e-11,-50.000000000002274
15,21,0.9999999999851639,-50.000000000002274
15,22,1.999999999985107,-50.000000000002274
15,23,2.99999999998505,-50.000000000002274
15,24,3.9999999999849933,-50.000000000002274
15,25,4.9999999999849365,-50.000000000002274
15,26,5.99999999998488,-50.000000000002274
15,27,6.999999999984823,-50.000000000002274
15,28,7.999999999984766,-50.000000000002274
15,29,8.99999999998471,-50.000000000002274
15,30,9.999999999984652,-50.000000000002274
15,31,10.999999999984595,-50.000000000002274
15,32,11.999999999984539,-50.000000000002274
15,33,12.999999999984482,-50.000000000002274
15,34,13.999999999984425,-50.000000000002274
15,35,14.999999999984368,-50.000000000002274
15,36,15.999999999984311,-50.000000000002274
15,37,16.999999999984254,-50.000000000002274
15,38,17.999999999984198,-50.000000000002274
15,39,18.99999999998414,-50.000000000002274
15,40,19.999999999984084,-50.000000000002274
15,41,20.999999999984027,-50.000000000002274
15,42,21.99999999998397,-50.000000000002274
15,43,22.999999999983913,-50.000000000002274
15,44,23.999999999983856,-50.000000000002274
15,45,24.9999999999838,-50.000000000002274
15,46,25.999999999983743,-50.000000000002274
15,47,26.999999999983686,-50.000000000002274
15,48,27.99999999998363,-50.000000000002274
15,49,28.999999999983572,-50.000000000002274
15,50,29.999999999983515,-50.000000000002274
15,51,30.99999999998346,-50.000000000002274
15,52,31.9999999999834,-50.000000000002274
15,53,32.999999999983345,-50.000000000002274
15,54,33.99999999998329,-50.000000000002274
15,55,34.99999999998323,-50.000000000002274
15,56,35.999999999983174,-50.000000000002274
15,57,36.99999999998312,-50.000000000002274
15,58,37.99999999998306,-50.000000000002274
15,59,38.999999999983004,-50.000000000002274
15,60,39.99999999998295,-50.000000000002274
15,61,40.99999999998289,-50.000000000002274
15,62,41.99999999998283,-50.000000000002274
15,63,42.999999999982776,-50.000000000002274
15,64,43.99999999998272,-50.000000000002274
15,65,44.99999999998266,-50.000000000002274
15,66,45.999999999982606,-50.000000000002274
15,67,46.99999999998255,-50.000000000002274
15,68,47.99999999998249,-50.000000000002274
15,69,48.999999999982435,-50.000000000002274
15,70,49.99999999998238,-50.000000000002274
15,71,50.99999999998232,-50.000000000002274
15,72,51.999999999982265,-50.000000000002274
15,73,52.99999999998221,-50.000000000002274
15,74,53.99999999998215,-50.000000000002274
15,75,54.999999999982094,-50.000000000002274
15,76,55.99999999998204,-50.000000000002274
15,77,56.99999999998198,-50.000000000002274
15,78,57.999999999981924,-50.000000000002274
15,79,58.99999999998187,-50.000000000002274
15,80,59.99999999998181,-50.000000000002274
15,81,60.99999999998175,-50.000000000002274
15,82,61.999999999981696,-50.000000000002274
15,83,62.99999999998164,-50.000000000002274
15,84,63.99999999998158,-49.00000000000233
15,85,64.99999999998153,-49.00000000000233
15,86,65.99999999998147,-49.00000000000233
15,87,66.99999999998141,-48.00000000000239
15,88,67.99999999998136,-48.00000000000239
15,89,68.9999999999813,-48.00000000000239
15,90,69.99999999998124,-48.00000000000239
15,91,70.99999999998118,-48.00000000000239
15,92,71.99999999998113,-48.00000000000239
15,93,72.99999999998107,-48.00000000000239
15,94,73.99999999998101,-48.00000000000239
15,95,74.99999999998096,-48.00000000000239
15,96,75.9999999999809,-48.00000000000239
15,97,76.99999999998084,-48.00000000000239
15,98,77.99999999998079,-48.00000000000239
15,99,78.99999999998073,-48.00000000000239
15,100,79.99999999998067,-48.00000000000239
15,101,80.99999999998062,-48.00000000000239
15,102,81.99999999998056,-48.00000000000239
15,103,82.9999999999805,-48.00000000000239
15,104,83.99999999998045,-48.00000000000239
15,105,84.99999999998039,-48.00000000000239
15,106,85.99999999998033,-48.00000000000239
15,107,86.99999999998028,-48.00000000000239
15,108,87.99999999998022,-48.00000000000239
15,109,88.99999999998016,-48.00000000000239
15,110,89.9999999999801,-48.00000000000239
15,111,90.99999999998005,-47.000000000002444
15,112,91.99999999997999,-46.0000000000025
15,113,92.99999999997993,-45.00000000000256
15,114,93.99999999997988,-44.000000000002615
15,115,94.99999999997982,-43.00000000000267
15,116,95.99999999997976,-42.00000000000273
15,117,96.9999999999797,-42.00000000000273
15,118,97.99999999997965,-43.00000000000267
15,119,98.9999999999796,-44.000000000002615
15,120,99.99999999997954,-44.000000000002615
15,121,100.0,-44.000000000002615
15,122,100.99999999999994,-45.00000000000256
15,123,101.99999999999989,-46.0000000000025
15,124,102.99999999999983,-47.000000000002444
15,125,103.99999999999977,-48.00000000000239
15,126,104.99999999999972,-49.00000000000233
15,127,105.99999999999966,-50.000000000002274
15,128,106.9999999999996,-50.000000000002274
15,129,107.99999999999955,-50.000000000002274
15,130,108.99999999999949,-50.000000000002274
15,131,109.99999999999943,-50.000000000002274
0,0,-20.000000000013642,-55.00000000000199
0,1,-19.0000000000137,-54.000000000002046
0,2,-18.000000000013756,-53.0000000000021
0,3,-17.000000000013813,-52.00000000000216
0,4,-16.00000000001387,-51.00000000000222
0,5,-15.000000000013927,-50.000000000002274
0,6,-14.000000000013983,-50.000000000002274
0,7,-13.00000000001404,-50.000000000002274
0,8,-12.000000000014097,-50.000000000002274
0,9,-11.000000000014154,-50.000000000002274
0,10,-10.00000000001421,-50.000000000002274
0,11,-9.000000000014268,-50.000000000002274
0,12,-8.000000000014325,-50.000000000002274
0,13,-7.000000000014381,-50.000000000002274
0,14,-6.000000000014438,-50.000000000002274
0,15,-5.000000000014495,-50.000000000002274
0,16,-4.000000000014552,-50.000000000002274
0,17,-3.0000000000146088,-50.000000000002274
0,18,-2.0000000000146656,-50.000000000002274
0,19,-1.0000000000147224,-50.000000000002274
0,20,-1.4779288903810084e-11,-50.000000000002274
0,21,0.9999999999851639,-50.000000000002274
0,22,1.999999999985107,-50.000000000002274
0,23,2.99999999998505,-50.000000000002274
0,24,3.9999999999849933,-50.000000000002274
0,25,4.9999999999849365,-50.000000000002274
0,26,5.99999999998488,-50.000000000002274
0,27,6.999999999984823,-50.000000000002274
0,28,7.999999999984766,-50.000000000002274
0,29,8.99999999998471,-50.000000000002274
0,30,9.999999999984652,-50.000000000002274
0,31,10.999999999984595,-50.000000000002274
0,32,11.999999999984539,-50.000000000002274
0,33,12.999999999984482,-50.000000000002274
0,34,13.999999999984425,-50.000000000002274
0,35,14.999999999984368,-50.000000000002274
0,36,15.999999999984311,-50.000000000002274
0,37,16.999999999984254,-50.000000000002274
0,38,17.999999999984198,-50.000000000002274
0,39,18.99999999998414,-50.000000000002274
0,40,19.999999999984084,-50.000000000002274
0,41,20.999999999984027,-50.000000000002274
0,42,21.99999999998397,-50.000000000002274
0,43,22.999999999983913,-50.000000000002274
0,44,23.999999999983856,-50.000000000002274
0,45,24.9999999999838,-50.000000000002274
0,46,25.999999999983743,-50.000000000002274
0,47,26.999999999983686,-50.000000000002274
0,48,27.99999999998363,-50.000000000002274
0,49,28.999999999983572,-50.000000000002274
0,50,29.999999999983515,-50.000000000002274
0,51,30.99999999998346,-50.000000000002274
0,52,31.9999999999834,-50.000000000002274
0,53,32.999999999983345,-50.000000000002274
0,54,33.99999999998329,-50.000000000002274
0,55,34.99999999998323,-50.000000000002274
0,56,35.999999999983174,-50.000000000002274
0,57,36.99999999998312,-50.000000000002274
0,58,37.99999999998306,-50.000000000002274
0,59,38.999999999983004,-50.000000000002274
0,60,39.99999999998295,-50.000000000002274
0,61,40.99999999998289,-50.000000000002274
0,62,41.99999999998283,-50.000000000002274
0,63,42.999999999982776,-50.000000000002274
0,64,43.99999999998272,-50.000000000002274
0,65,44.99999999998266,-50.000000000002274
0,66,45.999999999982606,-50.000000000002274
0,67,46.99999999998255,-50.000000000002274
0,68,47.99999999998249,-50.000000000002274
0,69,48.999999999982435,-50.000000000002274
0,70,49.99999999998238,-50.000000000002274
0,71,50.99999999998232,-50.000000000002274
0,72,51.999999999982265,-50.000000000002274
0,73,52.99999999998221,-50.000000000002274
0,74,53.99999999998215,-50.000000000002274
0,75,54.999999999982094,-50.000000000002274
0,76,55.99999999998204,-50.000000000002274
0,77,56.99999999998198,-50.000000000002274
0,78,57.999999999981924,-50.000000000002274
0,79,58.99999999998187,-50.000000000002274
0,80,59.99999999998181,-50.000000000002274
0,81,60.99999999998175,-50.000000000002274
0,82,61.999999999981696,-50.000000000002274
0,83,62.99999999998164,-50.000000000002274
0,84,63.99999999998158,-50.000000000002274
0,85,64.99999999998153,-50.000000000002274
0,86,65.99999999998147,-50.000000000002274
0,87,66.99999999998141,-50.000000000002274
0,88,67.99999999998136,-50.000000000002274
0,89,68.9999999999813,-50.000000000002274
0,90,69.99999999998124,-50.000000000002274
0,91,70.99999999998118,-50.000000000002274
0,92,71.99999999998113,-50.000000000002274
0,93,72.99999999998107,-50.000000000002274
0,94,73.99999999998101,-50.000000000002274
0,95,74.99999999998096,-50.000000000002274
0,96,75.9999999999809,-50.000000000002274
0,97,76.99999999998084,-50.000000000002274
0,98,77.99999999998079,-50.000000000002274
0,99,78.99999999998073,-50.000000000002274
0,100,79.99999999998067,-50.000000000002274
0,101,80.99999999998062,-50.000000000002274
0,102,81.99999999998056,-50.000000000002274
0,103,82.9999999999805,-50.000000000002274
0,104,83.99999999998045,-50.000000000002274
0,105,84.99999999998039,-50.000000000002274
0,106,85.99999999998033,-50.000000000002274
0,107,86.99999999998028,-50.000000000002274
0,108,87.99999999998022,-50.000000000002274
0,109,88.99999999998016,-50.000000000002274
0,110,89.9999999999801,-50.000000000002274
0,111,90.99999999998005,-50.000000000002274
0,112,91.99999999997999,-50.000000000002274
0,113,92.99999999997993,-50.000000000002274
0,114,93.99999999997988,-50.000000000002274
0,115,94.99999999997982,-50.000000000002274
0,116,95.99999999997976,-50.000000000002274
0,117,96.9999999999797,-50.000000000002274
0,118,97.99999999997965,-50.000000000002274
0,119,98.9999999999796,-50.000000000002274
0,120,99.99999999997954,-50.000000000002274
0,121,100.0,-50.000000000002274
0,122,100.99999999999994,-50.000000000002274
0,123,101.99999999999989,-50.000000000002274
0,124,102.99999999999983,-50.000000000002274
0,125,103.99999999999977,-50.000000000002274
0,126,104.99999999999972,-50.000000000002274
0,127,105.99999999999966,-50.000000000002274
0,128,106.9999999999996,-50.000000000002274
0,129,107.99999999999955,-50.000000000002274
0,130,108.99999999999949,-50.000000000002274
0,131,109.99999999999943,-50.000000000002274
