segment_id,lon,lat,robinson_x,robinson_y
0,-87.17004960291096,-41.64208157746482,-7524482.417644973,-4450588.47035837
0,-88.49616137666926,-41.716739683097,-7635838.324002503,-4458497.6557249
0,-89.67777220413714,-41.73934102378501,-7736836.274583807,-4460891.7859308785
0,-90.85999200309969,-41.74983006906122,-7838380.738375858,-4462002.840665203
0,-92.04237492007485,-41.748198397093326,-7940454.402201803,-4461830.006905642
0,-93.22447457785641,-41.73444731844635,-8043038.917603516,-4460373.411162559
0,-94.40584550852118,-41.70858787119047,-8146114.9323117025,-4457634.119074294
0,-95.58604457952983,-41.67064077974292,-8249662.1185442265,-4453614.132002885
0,-96.7874840045342,-41.4956820311658,-8361308.729044802,-4435075.76502607
0,-97.98222137653867,-41.30828987350485,-8473093.409414936,-4415213.078641457
0,-99.16988750024892,-41.10861700707644,-8584981.62972038,-4394040.977581879
0,-100.3501346521537,-40.8968236461432,-8696937.77350454,-4371575.146371488
0,-101.35714971435749,-40.7581115835212,-8790641.418907117,-4356856.673921469
0,-102.35983969755695,-40.61068408789947,-8884467.214653017,-4341209.418217993
0,-103.35798634149539,-40.454624664862116,-8978394.271952063,-4324641.576234773
0,-104.35138108026129,-40.29002066264519,-9072401.082286848,-4307161.7420278825
0,-104.36115677078325,-40.09297055420237,-9082415.319290621,-4286229.887358489
1,-104.36115677078325,-40.09297055420237,-9082415.319290621,-4286229.887358489
1,-104.38812102686889,-39.54347879720446,-9109907.158386907,-4227821.894466694
1,-105.22359521581252,-39.37632382947905,-9190407.400424419,-4210044.723079774
1,-106.05500742243349,-39.20322340025294,-9270886.318273498,-4191630.464177129
1,-105.8922511858861,-38.24060914995805,-9299259.511575583,-4089145.1193616795
1,-105.73374935173916,-37.277776014166896,-9326205.864130016,-3986509.735826835
1,-105.57925201028172,-36.31473689599666,-9351853.79119106,-3883745.7338935304
1,-106.73357763461749,-35.99087589294193,-9467127.402046643,-3849166.720603823
1,-107.8783055501769,-35.65604872030774,-9582111.885287233,-3813407.361445256
1,-107.76372353965486,-34.678196647244214,-9610267.716240777,-3708927.8821504344
1,-107.65181630711683,-33.70023986103935,-9637271.936257401,-3604378.3601849917
1,-107.54242853902728,-32.72218445221876,-9663034.389727423,-3499777.4664947297
1,-107.43113275884787,-31.953788156325377,-9679899.874599231,-3417580.356585517
1,-107.3216837592374,-31.1852963928868,-9695916.942422125,-3335364.480252746
1,-107.36605281622717,-30.32502445674534,-9727707.821454028,-3243328.5378288417
1,-107.4096492420863,-29.464737807078343,-9758125.891663529,-3151298.055661697
1,-107.60194815993506,-28.661557569206867,-9799127.976230826,-3065388.070107683
1,-107.79132184310319,-27.858109836065093,-9838769.887075018,-2979456.7461234597
1,-108.00001732992585,-27.17288290845287,-9876017.582357846,-2906173.5803216374
1,-108.20616533617479,-26.48735091790133,-9912243.501709027,-2832860.0576895233
1,-108.40986912119834,-25.801526357378222,-9947449.160503155,-2759516.122558899
1,-108.50898498434076,-25.146900330690045,-9971538.519455133,-2689508.178620074
1,-108.60704321629439,-24.492209052949974,-9994772.860783907,-2619491.2757757977
1,-109.49261497354287,-24.595233772225267,-10074063.42262498,-2630509.484995755
1,-110.37960887307442,-24.693070219138736,-10153544.021049647,-2640972.782528099
1,-111.26795943514969,-24.78568679566062,-10233213.898321567,-2650877.794325581
1,-112.1575994627834,-24.87305344190759,-10313072.19166083,-2660221.310874965
1,-113.2075646304223,-24.817239489479178,-10410884.398640536,-2654252.2337212227
1,-114.25652232397995,-24.75410243696641,-10508788.038288238,-2647499.9641829687
1,-114.17645316157872,-23.86402229602208,-10520944.598033974,-2552307.5688051623
1,-114.09747713741174,-22.97390132159562,-10531965.391370595,-2457108.2279114584
1,-114.01953469859015,-22.08374173997044,-10542108.680645902,-2361902.996860458
1,-113.94256881770296,-21.19354568281294,-10551632.234465098,-2266692.9211214413
1,-113.84940643680349,-20.3134461054175,-10559022.712022565,-2172562.578104462
1,-113.75729765084796,-19.433297768770363,-10566302.562202651,-2078425.958306986
1,-113.6661819845655,-18.553103474076323,-10573468.373450762,-1984287.216061544
1,-113.54672902634886,-17.702030387032654,-10577131.000465913,-1893263.625414345
1,-113.42840353017272,-16.850885841263132,-10580405.50353874,-1802232.7624081627
1,-113.31113818739632,-15.999674108273886,-10583141.608641312,-1711194.8924444008
1,-113.20257973526641,-15.304284148255247,-10583610.065118207,-1636822.3022036098
1,-113.09474005509341,-14.60884217038058,-10583547.336350026,-1562443.2573966808
1,-112.9875806135401,-13.91335096690934,-10582927.16833729,-1488059.4038729572
1,-112.0992609670036,-13.79016890711586,-10501315.439600836,-1474884.8803982157
1,-111.2118903984309,-13.663801994885512,-10419789.659405082,-1461369.728141902
1,-110.3254827002724,-13.534283953062777,-10338348.92959279,-1447517.553719438
1,-109.4400506810958,-13.40164920692907,-10256992.312290572,-1433332.0388960973
1,-108.46926046206985,-13.34114163356105,-10166731.17472764,-1426860.6484285316
1,-107.49897117446785,-13.276942970438414,-10076543.340125885,-1419994.4887152512
1,-106.52920946349171,-13.209073578973875,-9986429.250842795,-1412735.7373342428
1,-105.65578253435461,-13.132566489602691,-9905425.732232263,-1404553.1679058333
1,-104.78291008404605,-13.053115268135501,-9824486.480684172,-1396055.7172372276
1,-104.55963470346573,-12.521073730470174,-9809355.258249944,-1339152.8953130436
1,-104.33727849256567,-11.98884880527875,-9793995.383653508,-1282230.4251909715
1,-103.84228779506134,-11.80613940237325,-9749345.204818347,-1262689.3006079467
1,-103.34795806507744,-11.62257471443235,-9704715.291630544,-1243056.6995289729
1,-103.17772049813898,-10.78983872196734,-9696390.084330175,-1153993.9499877295
1,-103.00842350287897,-9.957010226188508,-9687491.68235018,-1064921.5214976876
1,-102.83998842702081,-9.12409697141,-9678051.380183168,-975839.7433393045
1,-103.75197930856716,-8.725687709582065,-9766763.818914182,-933229.0745000506
1,-104.66202040580585,-8.325106436304175,-9855233.425456367,-890386.1142221087
